('item_40419', 1578, 128.66, 13580.84, 36614.38, 179.02642623970152)
('item_21011', 1470, 1253.02, 1308.2, 39245.96, 30.27705862635872)
('item_94', 94, 1.0, 33.0, 118.0, 85.0)
('item_51', 51, 1.0, 46.0, 119.0, 73.0)
('item_15259', 1763, 629.21, 15131.25, 30348.97, 24.185438883679534)
('item_23942', 1967, 5.33, 870.27, 38066.53, 6978.660412757974)
('item_22480', 2474, 1378.68, 1956.07, 41901.49, 28.9736704674036)
('item_13001', 2243, 469.81, 13824.55, 23600.28, 20.807837210787337)
('item_88', 88, 6.0, 2.0, 110.0, 18.0)
('item_14861', 943, 306.1, 17302.55, 40177.19, 74.72930414897093)
('item_102', 102, 3.0, 44.0, 111.0, 22.333333333333332)
('item_156', 156, 5.0, 8.0, 104.0, 19.2)
('item_45129', 1541, 591.65, 15315.58, 47034.09, 53.610259443927994)
('item_82', 82, 4.0, 32.0, 117.0, 21.25)
('item_30849', 550, 2422.15, 5147.72, 43408.36, 15.796148050285902)
('item_6', 6, 2.0, 24.0, 110.0, 43.0)
('item_75', 75, 3.0, 59.0, 107.0, 16.0)
('item_56', 56, 6.0, 18.0, 103.0, 14.166666666666666)
('item_70', 70, 4.0, 35.0, 102.0, 16.75)
('item_100', 100, 5.0, 40.0, 110.0, 14.0)
('item_41922', 1383, 1884.2, 17397.07, 46884.56, 15.649872624986731)
('item_8856', 1128, 1475.47, 3748.35, 30846.64, 18.365869858417994)
('item_109', 109, 4.0, 62.0, 119.0, 14.25)
('item_6562', 2219, 3304.13, 3840.13, 45912.11, 12.733149119435375)
('item_127', 127, 1.0, 51.0, 119.0, 68.0)
('item_190', 190, 6.0, 25.0, 105.0, 13.333333333333334)
('item_14809', 1397, 2413.07, 2695.68, 30511.37, 11.52709618867252)
('item_72', 72, 10.0, 1.0, 114.0, 11.3)
('item_21610', 1996, 3105.3, 6220.31, 44208.29, 12.233272147618587)
('item_44612', 2285, 2324.48, 6029.26, 38282.97, 13.875666815803964)
('item_31718', 1092, 610.1, 33395.28, 39961.86, 10.763120799868876)
('item_89', 89, 4.0, 41.0, 105.0, 16.0)
('item_179', 179, 10.0, 3.0, 116.0, 11.3)
('item_3887', 2152, 714.63, 1188.13, 8852.65, 10.725158473615716)
('item_67', 67, 1.0, 91.0, 103.0, 12.0)
('item_139', 139, 4.0, 57.0, 101.0, 11.0)
('item_31648', 1126, 2983.17, 10057.46, 42060.97, 10.728020863712091)
('item_43', 43, 11.0, 1.0, 118.0, 10.636363636363637)
('item_44983', 1204, 170.22, 7787.48, 9431.17, 9.656268358594764)
('item_162', 162, 4.0, 61.0, 109.0, 12.0)
('item_12961', 1233, 1208.67, 13681.73, 26745.71, 10.808558167241678)
('item_22958', 1513, 3176.75, 7627.3, 43332.55, 11.239553002282207)
('item_2525', 1052, 1704.16, 1948.35, 18555.98, 9.745346681062811)
('item_71', 71, 5.0, 47.0, 111.0, 12.8)
('item_38711', 1726, 1978.48, 2330.7, 21516.15, 9.69706542396183)
('item_41351', 1364, 920.25, 11523.15, 20316.28, 9.555153490899212)
('item_185', 185, 7.0, 41.0, 105.0, 9.142857142857142)
('item_124', 124, 10.0, 12.0, 102.0, 9.0)
('item_18332', 2035, 2436.38, 2798.84, 22755.54, 8.191127820783294)
('item_18961', 1784, 1177.98, 37706.85, 49035.31, 9.616852578142243)
('item_198', 198, 4.0, 13.0, 107.0, 23.5)
('item_194', 194, 6.0, 54.0, 109.0, 9.166666666666666)
('item_199', 199, 10.0, 35.0, 113.0, 7.8)
('item_30273', 841, 3913.08, 512.29, 29661.17, 7.449088697394379)
('item_29', 29, 14.0, 5.0, 117.0, 8.0)
('item_87', 87, 11.0, 12.0, 112.0, 9.090909090909092)
('item_47849', 1586, 3148.27, 1395.31, 24339.44, 7.287853328971148)
('item_42', 42, 6.0, 44.0, 108.0, 10.666666666666666)
('item_66', 66, 11.0, 23.0, 115.0, 8.363636363636363)
('item_143', 143, 9.0, 29.0, 116.0, 9.666666666666666)
('item_18834', 382, 5483.3, 2590.34, 42523.47, 7.2826819615924725)
('item_141', 141, 11.0, 30.0, 108.0, 7.090909090909091)
('item_0', 0, 7.0, 65.0, 116.0, 7.285714285714286)
('item_58', 58, 16.0, 6.0, 115.0, 6.8125)
('item_7', 7, 8.0, 44.0, 102.0, 7.25)
('item_125', 125, 13.0, 3.0, 104.0, 7.769230769230769)
('item_176', 176, 9.0, 50.0, 119.0, 7.666666666666667)
('item_7016', 1405, 4234.72, 9586.61, 43962.12, 8.117540238787925)
('item_175', 175, 14.0, 11.0, 106.0, 6.785714285714286)
('item_38423', 1054, 4728.42, 17868.69, 47924.22, 6.3563579377466475)
('item_31568', 1123, 4477.93, 12330.87, 44906.25, 7.274651457258152)
('item_95', 95, 17.0, 1.0, 111.0, 6.470588235294118)
('item_197', 197, 18.0, 1.0, 110.0, 6.055555555555555)
('item_16681', 416, 2769.58, 2026.49, 18897.63, 6.091587894193343)
('item_46436', 1998, 6397.8, 8851.54, 47402.96, 6.025730719934977)
('item_2174', 1394, 3737.91, 8688.54, 35425.43, 7.152898277379605)
('item_26518', 1243, 4132.78, 19189.7, 46500.16, 6.608254008197873)
('item_154', 154, 17.0, 9.0, 116.0, 6.294117647058823)
('item_36762', 2192, 2501.57, 6794.17, 24072.17, 6.906862490356056)
('item_10667', 2254, 2885.33, 644.75, 17322.82, 5.78029896060416)
('item_33839', 749, 5667.88, 15221.09, 48905.92, 5.9431092401391705)
('item_39', 39, 9.0, 51.0, 106.0, 6.111111111111111)
('item_30695', 290, 1522.09, 33472.8, 42334.19, 5.8218567890203605)
('item_38613', 384, 4601.18, 7740.89, 44078.11, 7.897369805136943)
('item_160', 160, 2.0, 96.0, 107.0, 5.5)
('item_48836', 2386, 6763.9, 3972.7, 41418.18, 5.53607829802333)
('item_60', 60, 15.0, 5.0, 103.0, 6.533333333333333)
('item_43186', 791, 2993.19, 6427.23, 22669.11, 5.426277650266104)
('item_40213', 2123, 7312.64, 2332.39, 40185.26, 5.176361751706634)
('item_111', 111, 16.0, 15.0, 108.0, 5.8125)
('item_836', 560, 1466.53, 8494.32, 15874.92, 5.0326962285122026)
('item_128', 128, 14.0, 46.0, 119.0, 5.214285714285714)
('item_7134', 432, 4375.42, 22590.67, 47737.68, 5.747336255719452)
('item_11754', 2189, 1422.45, 9190.15, 16119.91, 4.871707265633239)
('item_8854', 1009, 2403.64, 2444.53, 14169.69, 4.878084904561415)
('item_131', 131, 13.0, 33.0, 101.0, 5.230769230769231)
('item_184', 184, 19.0, 11.0, 102.0, 4.7894736842105265)
('item_25535', 1711, 5478.39, 15928.14, 41480.4, 4.664191486914952)
('item_19185', 375, 9652.96, 4188.05, 49318.1, 4.675255051300327)
('item_535', 1556, 2283.22, 34321.8, 46650.48, 5.3996899116160515)
('item_40988', 1042, 5588.0, 6159.18, 39341.74, 5.938181818181818)
('item_192', 192, 11.0, 56.0, 107.0, 4.636363636363637)
('item_39877', 1989, 2668.37, 17807.66, 32099.35, 5.355962628870809)
('item_191', 191, 11.0, 63.0, 113.0, 4.545454545454546)
('item_81', 81, 22.0, 1.0, 117.0, 5.2727272727272725)
('item_25', 25, 25.0, 6.0, 117.0, 4.44)
('item_31707', 1082, 7970.68, 12185.1, 48193.86, 4.517652195295759)
('item_2151', 1621, 7111.87, 12435.34, 43943.57, 4.430372039983858)
('item_148', 148, 12.0, 52.0, 110.0, 4.833333333333333)
('item_28169', 335, 6226.52, 462.19, 30342.22, 4.798833056024875)
('item_142', 142, 20.0, 23.0, 116.0, 4.65)
('item_3404', 988, 1627.27, 37221.92, 44197.09, 4.286424502387433)
('item_180', 180, 20.0, 13.0, 108.0, 4.75)
('item_63', 63, 13.0, 54.0, 111.0, 4.384615384615385)
('item_23859', 858, 427.99, 39127.75, 40923.83, 4.196546648286179)
('item_27710', 355, 5907.12, 20348.61, 45479.29, 4.254303281463725)
('item_26', 26, 20.0, 27.0, 118.0, 4.55)
('item_34', 34, 15.0, 35.0, 101.0, 4.4)
('item_2445', 1223, 6680.0, 3732.19, 31723.54, 4.190321856287426)
('item_45613', 1047, 5211.86, 12187.87, 34507.54, 4.282476889248752)
('item_12501', 1080, 3205.18, 31251.35, 43779.23, 3.908635396451995)
('item_19750', 610, 2789.76, 11739.46, 22550.04, 3.8750931979811885)
('item_7700', 1319, 4379.24, 2933.69, 20025.37, 3.9028872589764436)
('item_35350', 2156, 10136.84, 7335.19, 46352.82, 3.849092024733546)
('item_188', 188, 21.0, 9.0, 104.0, 4.523809523809524)
('item_48349', 1717, 9598.52, 6285.52, 47813.86, 4.326535757595962)
('item_103', 103, 18.0, 45.0, 114.0, 3.8333333333333335)
('item_39197', 1377, 5376.51, 3773.13, 28079.68, 4.520878785680673)
('item_23', 23, 13.0, 63.0, 112.0, 3.769230769230769)
('item_189', 189, 25.0, 10.0, 107.0, 3.88)
('item_42041', 243, 4258.27, 20629.36, 38866.64, 4.28279089865133)
('item_36', 36, 27.0, 17.0, 116.0, 3.6666666666666665)
('item_30971', 347, 2045.64, 22185.78, 34127.89, 5.8378355917952325)
('item_165', 165, 25.0, 12.0, 101.0, 3.56)
('item_55', 55, 12.0, 61.0, 105.0, 3.6666666666666665)
('item_7986', 1722, 6943.37, 16130.09, 41963.76, 3.720624134966162)
('item_153', 153, 10.0, 79.0, 118.0, 3.9)
('item_5285', 1411, 9106.15, 7837.5, 41794.17, 3.7289820615737717)
('item_35590', 708, 12766.26, 1273.72, 48683.73, 3.7136961020690475)
('item_7307', 1442, 6679.91, 7372.73, 35091.83, 4.149621776341299)
('item_26513', 1045, 11990.51, 5016.44, 47620.83, 3.5531758031976954)
('item_166', 166, 14.0, 56.0, 106.0, 3.5714285714285716)
('item_4', 4, 27.0, 29.0, 119.0, 3.3333333333333335)
('item_29263', 519, 7910.84, 537.28, 26914.08, 3.3342603313933794)
('item_164', 164, 17.0, 57.0, 115.0, 3.411764705882353)
('item_39443', 1542, 11793.86, 8598.68, 47737.12, 3.31854371681536)
('item_13', 13, 26.0, 31.0, 117.0, 3.3076923076923075)
('item_147', 147, 29.0, 20.0, 118.0, 3.3793103448275863)
('item_7662', 1331, 3618.59, 31725.72, 45211.42, 3.7267830840189125)
('item_65', 65, 23.0, 38.0, 115.0, 3.347826086956522)
('item_3701', 789, 7130.61, 15740.66, 39903.2, 3.3885656346371484)
('item_32003', 552, 10540.84, 2870.08, 41399.04, 3.65520774435434)
('item_10', 10, 31.0, 1.0, 103.0, 3.2903225806451615)
('item_53', 53, 28.0, 24.0, 115.0, 3.25)
('item_8025', 2350, 7303.78, 16008.19, 40059.63, 3.293012659198387)
('item_161', 161, 24.0, 39.0, 113.0, 3.0833333333333335)
('item_106', 106, 24.0, 25.0, 104.0, 3.2916666666666665)
('item_174', 174, 35.0, 7.0, 119.0, 3.2)
('item_27116', 891, 7808.99, 12006.26, 37935.3, 3.3204089133165753)
('item_173', 173, 28.0, 16.0, 102.0, 3.0714285714285716)
('item_29737', 792, 10864.82, 2487.0, 38603.78, 3.3241949705563463)
('item_9883', 1409, 6356.55, 5679.5, 28163.6, 3.53715458857399)
('item_159', 159, 37.0, 3.0, 116.0, 3.054054054054054)
('item_121', 121, 31.0, 9.0, 119.0, 3.5483870967741935)
('item_1', 1, 17.0, 64.0, 115.0, 3.0)
('item_9845', 868, 600.92, 43670.28, 45485.55, 3.0208180789456236)
('item_21017', 2135, 3738.69, 31456.67, 42739.17, 3.017768255725936)
('item_45753', 1343, 9779.9, 11421.45, 42666.81, 3.194854753116085)
('item_46', 46, 18.0, 48.0, 101.0, 2.9444444444444446)
('item_24044', 1632, 6421.48, 2385.1, 20669.11, 2.847320243931306)
('item_107', 107, 38.0, 3.0, 116.0, 2.973684210526316)
('item_90', 90, 12.0, 64.0, 102.0, 3.1666666666666665)
('item_21846', 2130, 9609.52, 2632.68, 32170.51, 3.073809097644835)
('item_144', 144, 31.0, 19.0, 107.0, 2.838709677419355)
('item_3864', 1954, 8479.8, 12557.04, 36456.5, 2.8183990188447843)
('item_8', 8, 5.0, 94.0, 108.0, 2.8)
('item_6539', 2420, 13962.03, 4107.61, 43177.14, 2.798270022339158)
('item_5662', 1294, 8562.46, 11690.28, 36495.33, 2.8969536791996697)
('item_83', 83, 24.0, 47.0, 113.0, 2.75)
