('item17263', 336, 29.44, 476852.84, 1301092.25, 27997.26256793478)
('item45758', 903, 127.34, 126211.92, 359578.03, 1832.6221925553639)
('item39886', 790, 304.38, 1516635.49, 2027107.08, 1677.086503712465)
('item65582', 1288, 767.34, 337331.34, 1345771.93, 1314.2030781661322)
('item56184', 1104, 671.08, 221341.2, 938535.92, 1068.7171723192464)
('item1797', 37, 21.5, 1676959.71, 2019740.94, 15943.313023255812)
('item44561', 878, 179.44, 1710055.1, 1949194.23, 1332.6968903254565)
('item59327', 1168, 2045.18, 33852.57, 1987060.84, 955.030007138736)
('item19414', 378, 161.91, 633063.68, 2092817.59, 9015.835402384042)
('item25977', 509, 2344.8, 81980.61, 1927723.76, 787.1644276697372)
('item44013', 868, 178.19, 1270686.56, 1395739.97, 701.7981368202476)
('item22091', 430, 580.12, 536482.27, 2001995.32, 2526.223970902572)
('item5334', 112, 226.45, 960260.4, 1478492.57, 2288.505939500994)
('item10849', 215, 3033.85, 28807.91, 1795987.09, 582.4873279825964)
('item36498', 726, 2089.36, 643444.8, 1961552.28, 630.8666194432744)
('item57062', 1121, 472.5, 667934.2, 1647414.78, 2072.9747724867725)
('item66335', 1298, 2352.8, 406656.8, 1826473.88, 603.4584665079904)
('item33593', 663, 1420.19, 415296.17, 1205953.05, 556.726128194115)
('item8948', 176, 340.91, 207042.31, 1085842.04, 2577.805667184887)
('item19173', 374, 713.72, 1282331.9, 1755645.8, 663.164686431654)
('item35569', 707, 786.33, 1549942.45, 1924973.91, 476.9390205130161)
('item28912', 567, 1566.9, 516366.6, 1322561.4, 514.5157955198162)
('item63374', 1245, 2708.44, 427893.81, 1820253.28, 514.0817112433725)
('item13131', 256, 1671.51, 797612.17, 1595912.63, 477.59239250737346)
('item28779', 565, 4410.0, 2768.12, 2051364.78, 464.5343900226757)
('item42369', 837, 1586.13, 87294.82, 1987142.56, 1197.7881636435852)
('item5654', 117, 1160.52, 712156.23, 1535073.04, 709.0931737496985)
('item6822', 139, 3065.08, 485423.61, 1624486.53, 371.6258368460203)
('item12337', 241, 2634.48, 829130.97, 1989964.02, 440.6308075977043)
('item32349', 638, 2223.99, 175594.79, 1092202.59, 412.14564813690714)
('item24730', 488, 5218.63, 27231.45, 2041940.53, 386.0609163707716)
('item44049', 869, 2217.8, 350537.44, 1386714.84, 467.20957705834616)
('item50055', 981, 4541.19, 145535.22, 1822141.97, 369.1998683164545)
('item52750', 1035, 1986.89, 1212897.2, 1920483.74, 356.1276869882077)
('item24828', 490, 3268.65, 473756.9, 1760338.68, 393.6125862359077)
('item55862', 1097, 4026.82, 283611.62, 1720838.39, 356.91358689983656)
('item7288', 147, 5492.97, 112622.07, 2072383.09, 356.7762103197359)
('item1061', 25, 3404.28, 34742.67, 1227244.74, 350.2949434241602)
('item50882', 998, 2858.47, 334937.15, 1708845.99, 480.64483447438664)
('item34611', 684, 2239.68, 33055.17, 841720.61, 361.0629375625089)
('item34344', 679, 1077.67, 1384505.09, 1782531.69, 369.3399649243273)
('item41524', 821, 1893.83, 528672.95, 1321306.28, 418.5345727969248)
('item5951', 125, 1916.94, 1491793.07, 2089674.06, 311.89342911097896)
('item14341', 277, 1288.35, 343652.66, 1620426.9, 991.015050258082)
('item44914', 886, 4570.11, 527841.45, 1933684.83, 307.6169676441049)
('item6038', 126, 1982.0, 45043.97, 628882.14, 294.57021695257316)
('item7450', 149, 6964.47, 407.35, 1993929.41, 286.24174703889884)
('item28467', 557, 4246.33, 57761.84, 1192714.92, 267.27858644994615)
('item38331', 755, 3699.34, 11911.15, 864616.49, 230.50201927911465)
('item51093', 1001, 11282.99, 12296.26, 697533.36, 60.73187160495578)
('item39178', 778, 39542.41, 2197.65, 1939246.78, 48.986622970122454)
('item31090', 612, 37199.75, 5160.99, 1407110.5, 37.68706805825308)
('item13710', 267, 520180.91, 124.62, 1989200.15, 3.8238149300788447)
('item55459', 1086, 839260.28, 31.76, 1942111.73, 2.3140377500052782)
('item2129', 44, 1331387.81, 94.81, 710122.81, 0.5332991594687951)
